"accession_number","status","artwork_title","artist","location","lat","lng"
"1973.1.39.3b","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Idle 'Prentice Turn'd Away and Sent to Sea/The Industrious 'Prentice Out of Time (from the series, Industry and Idleness)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.39.4a","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Idle 'Prentice Return'd from Sea, and in A Garret with a Common Prostitute/The The Industrious Prentice grown Rich, And Sheriff of London (from the series, Industry and Idleness)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.39.4b","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Idle 'Prentice Return'd from Sea, and in A Garret with a Common Prostitute/The The Industrious Prentice grown Rich, And Sheriff of London (from the series, Industry and Idleness)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.39.5a","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Idle 'Prentice Betray'd and Taken in a Night-Cellar with His Accomplice/The The Industrious Prentice Alderman of London (from the series, Industry and Idleness)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.39.5b","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Idle 'Prentice Betray'd and Taken in a Night-Cellar with His Accomplice/The The Industrious Prentice Alderman of London (from the series, Industry and Idleness)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.39.6","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Idle Prentice Executed at Tyburn (from the series, Industry and Idleness)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.39.7","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Industrious Prentice Lord-Mayor of London (from the series, Industry and Idleness)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.3a","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","A View of Mr. Ranby's House at Chiswick/Hymen and Cupid/The Stage Coach","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.3b","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","A View of Mr. Ranby's House at Chiswick/Hymen and Cupid/The Stage Coach","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.3c","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","A View of Mr. Ranby's House at Chiswick/Hymen and Cupid/The Stage Coach","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.40","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Bruiser C. Churchill","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.43a","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","Scholars at a Lecture/The Company of Undertakers","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.43b","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","Scholars at a Lecture/The Company of Undertakers","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.44a","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","[Audience/Singers Rehearsing]","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.44b","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","[Audience/Singers Rehearsing]","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.45","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Pool of Bethesda","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.46.1","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","Paul Before Felix","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.46.2","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","Paul Before Felix","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.47","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","Paul Before Felix Burlesqued","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.48","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Good Samaritan","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.49.1","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","Analysis of Beauty, Plate I","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.49.2","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","Analysis of Beauty, Plate II","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.4a","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Weighing House / Two Frontispieces to ""Tristram Shandy""","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.4b-c","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Weighing House / Two Frontispieces to ""Tristram Shandy""","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.50.1","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","France, Plate 1","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.50.2","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","England, Plate 2","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.51.1","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","An Election Entertainment (from the series, Four Prints of an Election, Plate I)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.51.2","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","Canvassing for Votes (from the series, Four Prints of an Election, Plate II)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.51.3","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Polling (from the series, Four Prints of an Election, Plate III)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.51.4","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","Chairing the Members (from the series, Four Prints of an Election, Plate IV)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.52","Collection Status : On View","Mr. Garrick in the Character of Richard the 3rd.","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.53.1","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Rake's Progress, Plate 1","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.53.2","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Rake's Progress, Plate 2","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.53.3","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Rake's Progress, Plate 3","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.53.4","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Rake's Progress, Plate 4","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.53.5","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Rake's Progress, Plate 5","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.53.6","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Rake's Progress, Plate 6","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.53.7","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Rake's Progress, Plate 7","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.53.8","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Rake's Progress, Plate 8","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.55","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Sleeping Congregation","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.56","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","A Midnight Modern Conversation","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.57","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","Southwark Fair","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.5","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","Frontispiece to Dr. Brooke Taylor's Perspective","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.6.1","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Marriage Settlement (from the series, Marriage a la Mode, Plate I)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.6.2","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Tete a Tete (from the series, Marriage a la Mode, Plate II)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.6.3","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Inspection (from the series, Marriage a la Mode, Plate III)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.6.4","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Toilette (from the series, Marriage a la Mode, Plate IV)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.6.5","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Bagnio (from the series, Marriage a la Mode, Plate V)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.6.6","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","The Lady's Death (from the series, Marriage a la Mode, Plate VI)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.7.1","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","A Harlot's Progress (Plate I)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.7.2","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","A Harlot's Progress (Plate 2)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.7.3","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","A Harlot's Progress (Plate 3)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.7.4","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","A Harlot's Progress (Plate 4)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.7.5","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","A Harlot's Progress (Plate 5)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.7.6","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","A Harlot's Progress (Plate 6)","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.8","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","John Wilkes Esq.","William Hogarth |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 9th Floor : Hervey Rare Books Room","32.7089115","-117.1540811"
"1973.1.9","Collection Status : By Appointment Only / Contact the Hervey Family Rare Book Room","Gin Lane","William Hogarth |","Treatment Site : J. Dewers Fine Arts Services : 715 8th Avenue, San Diego CA 92101","32.7089115","-117.1540811"
"1976.14","Collection Status : On View","Bow Wave","Malcolm Leland |","CD 3 : Downtown : Civic Center Plaza (CCP) : 1200 Third Avenue : Street Level","32.717847","-117.162769"
"1979.1","Collection Status : On View","Tenth Study of Beverly Sills for ""La Loca""","Gerrit Greve |","CD 3 : Downtown : San Diego Civic Theater : 1100 Third Ave. : Grand Salon","32.717489","-117.1629392"
"1980.1","Collection Status : On View","Pippermint","Jules Chéret |","CD 3 : Downtown : San Diego Civic Theater : 1100 Third Ave. : Grand Salon","32.717489","-117.1629392"
"1981.1","Collection Status : On View","Benito Juarez","Ernesto E. Tamariz |","CD 3 : Downtown : Pantoja Park : Intersection of India and G Streets","32.7130119","-117.16783390000002"
"1981.2","Collection Status : On View","Jack Murphy","Frank James Morgan |","CD 7 : Mission Valley : SDCCU Stadium : 9449 Friars Road : Gate K","32.7831122","-117.1195716"
"1984.2","Collection Status : By Appointment Only / Contact the Commission for Arts and Culture","Smuggler's Pass","Otto Schneider |","CD 3 : Downtown : Civic Center Plaza (CCP) : 1200 Third Avenue : 16th Floor : Media Conference Room, City Attorney","32.7181791","-117.16254009999999"
"1984.3","Collection Status : On View","Landscape (Eucalypti)","Charles Arthur Fries |","CD 3 : Downtown : City Administration Building (CAB) : 202 C Street : 12th Floor : Committee Room","32.7169145","-117.16296899999999"
"1984.4","Collection Status : On View","Reverie","Lew Achen |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 4th Floor, Qualcomm Technology Floor : Al and Naomi Ruth Eisman Study Room, Room 422","32.7089115","-117.1540811"
"1985.4","Collection Status : On View","Ray Kroc","Jesus Dominguez |","CD 7 : Mission Valley : SDCCU Stadium : 9449 Friars Road : Gate K","32.7831122","-117.1195716"
"1986.15","Collection Status : On View","Ancestral Portrait","Laszlo Pal Kiss |","CD 3 : Downtown : Civic Center Plaza (CCP) : 1200 Third Avenue : 4th Floor : Suite 416","32.7181791","-117.16254009999999"
"1986.185","Collection Status : On View","Light, Rock, and Water","Charles Ross |","CD 3 : Downtown : 101 West Broadway","32.715306","-117.164432"
"1986.190","Collection Status : On View","Flor de Piedra","Marta Palau |","CD 3 : Downtown : Civic Center Plaza (CCP) : 1200 Third Avenue : 4th Floor : Suite 416","32.7181791","-117.16254009999999"
"1986.19","Collection Status : On View","Port Braddon from Whitepark Bay","Richard John Croft |","CD 3 : Downtown : Civic Center Plaza (CCP) : 1200 Third Avenue : 2nd Floor : Suite 200","32.7181791","-117.16254009999999"
"1986.5.2","Collection Status : On View","[Bench]","James Tank Porter |","CD 1 : La Jolla : La Jolla Recreation Center : 615 Prospect Street : Lawn","32.843371000000005","-117.27780800000001"
"1986.63","Collection Status : On View","Deep Blue","Cecil King |","CD 8 : San Ysidro : San Ysidro Branch Library : 4235 Beyer Blvd. : Adult Bookshelf Area","32.557851","-117.043038"
"1986.64","Collection Status : On View","[Rectangle]","Cecil King |","CD 3 : Downtown : Civic Center Plaza (CCP) : 1200 Third Avenue : 1st Floor : Lobby, City Treasurer","32.7181791","-117.16254009999999"
"1986.65","Collection Status : On View","Nexis","Cecil King |","CD 3 : Downtown : Civic Center Plaza (CCP) : 1200 Third Avenue : 1st Floor : Lobby, City Treasurer","32.7181791","-117.16254009999999"
"1986.66","Collection Status : On View","Black, White and Pink","Cecil King |","CD 3 : Downtown : Civic Center Plaza (CCP) : 1200 Third Avenue : 1st Floor : Lobby, City Treasurer","32.7181791","-117.16254009999999"
"1986.67","Collection Status : On View","Oasis","Cecil King |","CD 3 : Downtown : Civic Center Plaza (CCP) : 1200 Third Avenue : 1st Floor : Lobby, City Treasurer","32.7181791","-117.16254009999999"
"1986.68","Collection Status : On View","Alexis","Cecil King |","CD 3 : Downtown : Civic Center Plaza (CCP) : 1200 Third Avenue : 1st Floor : Lobby, City Treasurer","32.7181791","-117.16254009999999"
"1986.69","Collection Status : On View","Carnival","Cecil King |","CD 8 : San Ysidro : San Ysidro Branch Library : 4235 Beyer Blvd. : Adult Bookshelf Area","32.557851","-117.043038"
"1986.70","Collection Status : On View","Vent","Cecil King |","CD 3 : Downtown : Civic Center Plaza (CCP) : 1200 Third Avenue : 1st Floor : Lobby, City Treasurer","32.7181791","-117.16254009999999"
"1988.4.2","Collection Status : On View","Outdoor Moving Sculpture/Woman, Viana Do Alentejo","Eric Blau |","CD 3 : Mission Hills : Mission Hills-Hillcrest/Knox Library : 215 W. Washington Street : Study Room 2","32.749819","-117.16525"
"1989.1","Collection Status : On View","Figure with Blue and Red Angles","George Blais |","CD 3 : Downtown : Civic Center Plaza (CCP) : 1200 Third Avenue : 2nd Floor : Suite 200","32.7181791","-117.16254009999999"
"1989.2","Collection Status : On View","The Fan Game","Mario Uribe | Nicholas Weiss | Linda J. Churchill |","CD 7 : Mission Valley : SDCCU Stadium : 9449 Friars Road : Back of scoreboard","32.7831122","-117.1195716"
"1990.10","Collection Status : On View","Portrait of Florence S. Riford","Constance Todd |","CD 1 : La Jolla : La Jolla/Riford Branch Library : 7555 Draper Avenue","32.84078","-117.27605700000001"
"1991.1","Collection Status : On View","Canyon Passage","Christine Oatman |","CD 6 : Rancho Peñasquitos  : Canyonside Recreation Center : 12350 Black Mountain Rd.","32.94218239999999","-117.1302994"
"1993.1","Collection Status : On View","Transpositions","Deanne Sabeck | Jerrilynn Bouguereau |","CD 5 : Rancho Peñasquitos : Rancho Peñasquitos Branch Library : 13330 Salmon River Road : Main Reading Room","32.9579907","-117.1220956"
"1993.2","Collection Status : On View","Mixtec Menagerie","Richard Spaulding |","CD 5 : Scripps Ranch : Scripps Miramar Ranch Branch Library : 10301 Scripps Lake Drive : Children's Reading Area","32.9111483","-117.10516659999999"
"1993.3","Collection Status : On View","Beauty Be Witness in the Lost Realms","Philip Matzigkeit |","CD 1 : Carmel Valley : Carmel Valley Branch Library : 3919 Townsgate Drive : Reading Room and Community Room, Children's Room","32.952189000000004","-117.23076299999998"
"1993.4","Collection Status : On View","Always at Play Everywhere in the World Delighting to be with the Sons and Daughters of the Human Race","Philip Matzigkeit |","CD 1 : Carmel Valley : Carmel Valley Branch Library : 3919 Townsgate Drive : Entrance","32.952189000000004","-117.23076299999998"
"1993.5","Collection Status : On View","The Reading Girl","Mary Buckman |","CD 1 : Carmel Valley : Carmel Valley Branch Library : 3919 Townsgate Drive : Courtyard","32.952189000000004","-117.23076299999998"
"1993.6","Collection Status : On View","Knowledge Seekers","Mary Buckman |","CD 1 : Carmel Valley : Carmel Valley Branch Library : 3919 Townsgate Drive : Young Adult Area","32.952189000000004","-117.23076299999998"
"1993.7","Collection Status : On View","Stone Histories","Lynn Susholtz | Gwendolyn Gomez |","CD 4 : Emerald Hills : Kelton Road : just south of the 94/Martin Luther King, Jr. Freeway","32.7222381","-117.07552179999999"
"1993.8.1.1","Collection Status : On View","Terra Triptych / Rock (#1 of 3 panels)","Richard Spaulding |","CD 5 : Scripps Ranch : Scripps Miramar Ranch Branch Library : 10301 Scripps Lake Drive : Entryway","32.9111483","-117.10516659999999"
"1993.8.1.2","Collection Status : On View","Terra Triptych / Water (#2 of 3 panels)","Richard Spaulding |","CD 5 : Scripps Ranch : Scripps Miramar Ranch Branch Library : 10301 Scripps Lake Drive : Entryway","32.9111483","-117.10516659999999"
"1993.8.1.3","Collection Status : On View","Terra Triptych / Eucalyptus (#3 of 3 panels)","Richard Spaulding |","CD 5 : Scripps Ranch : Scripps Miramar Ranch Branch Library : 10301 Scripps Lake Drive : Entryway","32.9111483","-117.10516659999999"
"1993.8.1","Collection Status : On View","Terra Triptych (3 panels)","Richard Spaulding |","CD 5 : Scripps Ranch : Scripps Miramar Ranch Branch Library : 10301 Scripps Lake Drive : Entryway","32.9111483","-117.10516659999999"
"1993.8.2.1","Collection Status : On View","Geomancy Series (#1 of 7 panels)","Richard Spaulding |","CD 5 : Scripps Ranch : Scripps Miramar Ranch Branch Library : 10301 Scripps Lake Drive : West Wall","32.9111483","-117.10516659999999"
"1993.8.2.2","Collection Status : On View","Geomancy Series (#2 of 7 panels)","Richard Spaulding |","CD 5 : Scripps Ranch : Scripps Miramar Ranch Branch Library : 10301 Scripps Lake Drive : West Wall","32.9111483","-117.10516659999999"
"1993.8.2.3","Collection Status : On View","Geomancy Series (#3 of 7 panels)","Richard Spaulding |","CD 5 : Scripps Ranch : Scripps Miramar Ranch Branch Library : 10301 Scripps Lake Drive : West Wall","32.9111483","-117.10516659999999"
"1993.8.2.4","Collection Status : On View","Geomancy Series (#4 of 7 panels)","Richard Spaulding |","CD 5 : Scripps Ranch : Scripps Miramar Ranch Branch Library : 10301 Scripps Lake Drive : West Wall","32.9111483","-117.10516659999999"
"1993.8.2.5","Collection Status : On View","Geomancy Series (#5 of 7 panels)","Richard Spaulding |","CD 5 : Scripps Ranch : Scripps Miramar Ranch Branch Library : 10301 Scripps Lake Drive : West Wall","32.9111483","-117.10516659999999"
"1993.8.2.6","Collection Status : On View","Geomancy Series (#6 of 7 panels)","Richard Spaulding |","CD 5 : Scripps Ranch : Scripps Miramar Ranch Branch Library : 10301 Scripps Lake Drive : West Wall","32.9111483","-117.10516659999999"
"1993.8.2.7","Collection Status : On View","Geomancy Series (#7 of 7 panels)","Richard Spaulding |","CD 5 : Scripps Ranch : Scripps Miramar Ranch Branch Library : 10301 Scripps Lake Drive : West Wall","32.9111483","-117.10516659999999"
"1993.8.2","Collection Status : On View","Geomancy Series (7 panels)","Richard Spaulding |","CD 5 : Scripps Ranch : Scripps Miramar Ranch Branch Library : 10301 Scripps Lake Drive : West Wall","32.9111483","-117.10516659999999"
"1994.1.1","Collection Status : On View","South Gate, El Portal de la Historia (#1 of 7 replacement panels)","Robin Brailsford | Roberto Salas | Ysela Chacon |","CD 8 : San Ysidro : San Ysidro Branch Library : 4235 Beyer Blvd. : Children's Area","32.557851","-117.043038"
"1994.1.2","Collection Status : On View","South Gate, El Portal de la Historia (#2 of 7 replacement panels)","Robin Brailsford | Roberto Salas | Ysela Chacon |","CD 8 : San Ysidro : San Ysidro Branch Library : 4235 Beyer Blvd. : Children's Area","32.557851","-117.043038"
"1994.1.3","Collection Status : On View","South Gate, El Portal de la Historia (#3 of 7 replacement panels)","Robin Brailsford | Roberto Salas | Ysela Chacon |","CD 8 : San Ysidro : San Ysidro Branch Library : 4235 Beyer Blvd. : Children's Area","32.557851","-117.043038"
"1994.1.4","Collection Status : On View","South Gate, El Portal de la Historia (#4 of 7 replacement panels)","Robin Brailsford | Roberto Salas | Ysela Chacon |","CD 8 : San Ysidro : San Ysidro Branch Library : 4235 Beyer Blvd. : Children's Area","32.557851","-117.043038"
"1994.1.5","Collection Status : On View","South Gate, El Portal de la Historia (#5 of 7 replacement panels)","Robin Brailsford | Roberto Salas | Ysela Chacon |","CD 8 : San Ysidro : San Ysidro Branch Library : 4235 Beyer Blvd. : Children's Area","32.557851","-117.043038"
"1994.1.6","Collection Status : On View","South Gate, El Portal de la Historia (#6 of 7 replacement panels)","Ysela Chacon | Robin Brailsford | Roberto Salas |","CD 8 : San Ysidro : San Ysidro Branch Library : 4235 Beyer Blvd. : Children's Area","32.557851","-117.043038"
"1994.1.7","Collection Status : On View","South Gate, El Portal de la Historia (#7 of 7 replacement panels)","Ysela Chacon | Robin Brailsford | Roberto Salas |","CD 8 : San Ysidro : San Ysidro Branch Library : 4235 Beyer Blvd. : Children's Area","32.557851","-117.043038"
"1994.2","Collection Status : On View","The Story Place (3 benches)","Larry Kirkland |","CD 6 : Mira Mesa : Mira Mesa Branch Library : 8405 New Salem Street : Inner Courtyard","32.915162","-117.142648"
"1994.3.1","Collection Status : On View","Vermont Street Pedestrian Bridge (#1 of 32 panels)","Stone Paper Scissors (Lynn Susholtz, Aida Mancillas, Gwen Gomez) |","CD 3 : Hillcrest : Vermont Street pedestrian bridge : over Washington Street","32.7509706","-117.1534972"
"1994.3.10","Collection Status : On View","Vermont Street Pedestrian Bridge (#10 of 32 panels)","Stone Paper Scissors (Lynn Susholtz, Aida Mancillas, Gwen Gomez) |","CD 3 : Hillcrest : Vermont Street pedestrian bridge : over Washington Street","32.7509706","-117.1534972"
"1994.3.11","Collection Status : On View","Vermont Street Pedestrian Bridge (#11 of 32 panels)","Stone Paper Scissors (Lynn Susholtz, Aida Mancillas, Gwen Gomez) |","CD 3 : Hillcrest : Vermont Street pedestrian bridge : over Washington Street","32.7509706","-117.1534972"
"1994.3.12","Collection Status : On View","Vermont Street Pedestrian Bridge (#12 of 32 panels)","Stone Paper Scissors (Lynn Susholtz, Aida Mancillas, Gwen Gomez) |","CD 3 : Hillcrest : Vermont Street pedestrian bridge : over Washington Street","32.7509706","-117.1534972"
